full_name;name;owner;url;stars;forks;data-origin
nopnapatn/MONAD-2025;MONAD-2025;nopnapatn;https://github.com/nopnapatn/MONAD-2025;0;0;github-api-scaffold-config
Artrciik25o2s/AssetLink;AssetLink;Artrciik25o2s;https://github.com/Artrciik25o2s/AssetLink;0;0;github-api-scaffold-config
Avoisavo/devmatch8_3A;devmatch8_3A;Avoisavo;https://github.com/Avoisavo/devmatch8_3A;0;0;github-api-scaffold-config
Kredeum/ai-cast;ai-cast;Kredeum;https://github.com/Kredeum/ai-cast;0;1;github-api-scaffold-config
MrRogueKnight/SpeedrunEthereum-Challenge-3-Dice-Game;SpeedrunEthereum-Challenge-3-Dice-Game;MrRogueKnight;https://github.com/MrRogueKnight/SpeedrunEthereum-Challenge-3-Dice-Game;0;0;github-api-scaffold-config
Scaffold-Stark/basecamp;basecamp;Scaffold-Stark;https://github.com/Scaffold-Stark/basecamp;0;0;github-api-scaffold-config
saniksin/starknet-basecamp;starknet-basecamp;saniksin;https://github.com/saniksin/starknet-basecamp;0;0;github-api-scaffold-config
colly-m/Snapp;Snapp;colly-m;https://github.com/colly-m/Snapp;0;0;github-api-scaffold-config
AlexNaskida/Starknet-bootcamp;Starknet-bootcamp;AlexNaskida;https://github.com/AlexNaskida/Starknet-bootcamp;0;0;github-api-scaffold-config
dianakocsis/dex;dex;dianakocsis;https://github.com/dianakocsis/dex;0;0;github-api-scaffold-config
MrRogueKnight/SpeedrunEthereum-Challenge-4-Dex;SpeedrunEthereum-Challenge-4-Dex;MrRogueKnight;https://github.com/MrRogueKnight/SpeedrunEthereum-Challenge-4-Dex;0;0;github-api-scaffold-config
MrRogueKnight/SpeedrunEthereum-Challenge-2-Token-Vendor;SpeedrunEthereum-Challenge-2-Token-Vendor;MrRogueKnight;https://github.com/MrRogueKnight/SpeedrunEthereum-Challenge-2-Token-Vendor;0;0;github-api-scaffold-config
Cyber0Ulmo/HKT-AT-0V;HKT-AT-0V;Cyber0Ulmo;https://github.com/Cyber0Ulmo/HKT-AT-0V;0;0;github-api-scaffold-config
darshan-pr/Real-Estate-DAO;Real-Estate-DAO;darshan-pr;https://github.com/darshan-pr/Real-Estate-DAO;0;0;github-api-scaffold-config
Kaylahray/baseflow;baseflow;Kaylahray;https://github.com/Kaylahray/baseflow;0;0;github-api-scaffold-config
nsiregar/snapp;snapp;nsiregar;https://github.com/nsiregar/snapp;0;0;github-api-scaffold-config
JacobHomanics/aarcaudio-se2;aarcaudio-se2;JacobHomanics;https://github.com/JacobHomanics/aarcaudio-se2;0;2;github-api-scaffold-config
Delvin233/rps-onchain;rps-onchain;Delvin233;https://github.com/Delvin233/rps-onchain;0;0;github-api-scaffold-config
VincenzoImp/onchain-election-integrity;onchain-election-integrity;VincenzoImp;https://github.com/VincenzoImp/onchain-election-integrity;0;0;github-api-scaffold-config
blackicon-eth/urbe-campus-napoli-scaffold;urbe-campus-napoli-scaffold;blackicon-eth;https://github.com/blackicon-eth/urbe-campus-napoli-scaffold;0;0;github-api-scaffold-config
boe-ethereum/boe-dashboard-scaffold;boe-dashboard-scaffold;boe-ethereum;https://github.com/boe-ethereum/boe-dashboard-scaffold;0;0;github-api-scaffold-config
gianalarcon/VayamAI-monorepo-EthShanghai;VayamAI-monorepo-EthShanghai;gianalarcon;https://github.com/gianalarcon/VayamAI-monorepo-EthShanghai;0;0;github-api-scaffold-config
Rutvikrj26/ai-enabled-nft-platform;ai-enabled-nft-platform;Rutvikrj26;https://github.com/Rutvikrj26/ai-enabled-nft-platform;0;1;github-api-scaffold-config
Squalome/sharknado;sharknado;Squalome;https://github.com/Squalome/sharknado;0;1;github-api-scaffold-config
Scaffold-Stark/scaffold-stark-rn;scaffold-stark-rn;Scaffold-Stark;https://github.com/Scaffold-Stark/scaffold-stark-rn;0;0;github-api-scaffold-config
neerajnerlekar/ZipIT;ZipIT;neerajnerlekar;https://github.com/neerajnerlekar/ZipIT;0;0;github-api-scaffold-config
leanguardia/torito-client;torito-client;leanguardia;https://github.com/leanguardia/torito-client;0;0;github-api-scaffold-config
ruhneb2004/Graph-Prediction-Game;Graph-Prediction-Game;ruhneb2004;https://github.com/ruhneb2004/Graph-Prediction-Game;0;0;github-api-scaffold-config
megabyte0x/planner;planner;megabyte0x;https://github.com/megabyte0x/planner;0;0;github-api-scaffold-config
aweigor/dapp-testbench;dapp-testbench;aweigor;https://github.com/aweigor/dapp-testbench;0;0;github-api-scaffold-config
debsouryadatta/speedrun-ethereum;speedrun-ethereum;debsouryadatta;https://github.com/debsouryadatta/speedrun-ethereum;0;0;github-api-scaffold-config
luchocadiz/GreenFi-App;GreenFi-App;luchocadiz;https://github.com/luchocadiz/GreenFi-App;0;0;github-api-scaffold-config
mollicris/carsafe;carsafe;mollicris;https://github.com/mollicris/carsafe;0;0;github-api-scaffold-config
rashansmith/starknet-basecamp-12;starknet-basecamp-12;rashansmith;https://github.com/rashansmith/starknet-basecamp-12;0;0;github-api-scaffold-config
rickirea/hello-xyz;hello-xyz;rickirea;https://github.com/rickirea/hello-xyz;0;0;github-api-scaffold-config
7gbice/eventmaster--cross-chain--nft;eventmaster--cross-chain--nft;7gbice;https://github.com/7gbice/eventmaster--cross-chain--nft;0;0;github-api-scaffold-config
gugasanchez/theprism;theprism;gugasanchez;https://github.com/gugasanchez/theprism;0;0;github-api-scaffold-config
gladcow/chainlance;chainlance;gladcow;https://github.com/gladcow/chainlance;0;0;github-api-scaffold-config
tokenyze/ERC-3643-Dapp;ERC-3643-Dapp;tokenyze;https://github.com/tokenyze/ERC-3643-Dapp;0;0;github-api-scaffold-config
DevSoniaBatista/oly-polygon;oly-polygon;DevSoniaBatista;https://github.com/DevSoniaBatista/oly-polygon;0;0;github-api-scaffold-config
gboigwe/speedrun_stylus_counter;speedrun_stylus_counter;gboigwe;https://github.com/gboigwe/speedrun_stylus_counter;0;0;github-api-scaffold-config
cacosta88/slimlaunchpod-sandbox;slimlaunchpod-sandbox;cacosta88;https://github.com/cacosta88/slimlaunchpod-sandbox;0;0;github-api-scaffold-config
Golla-UdayKiran/blockchain-enabled-intellectual-property-protection;blockchain-enabled-intellectual-property-protection;Golla-UdayKiran;https://github.com/Golla-UdayKiran/blockchain-enabled-intellectual-property-protection;0;0;github-api-scaffold-config
KENILSHAHH/FutureOfBlockchain;FutureOfBlockchain;KENILSHAHH;https://github.com/KENILSHAHH/FutureOfBlockchain;0;0;github-api-scaffold-config
KENILSHAHH/EntryRestricedDao;EntryRestricedDao;KENILSHAHH;https://github.com/KENILSHAHH/EntryRestricedDao;0;0;github-api-scaffold-config
Val020213/challenge-3-dice-game;challenge-3-dice-game;Val020213;https://github.com/Val020213/challenge-3-dice-game;0;0;github-api-scaffold-config
fjkang/challenge-9-svg-nft;challenge-9-svg-nft;fjkang;https://github.com/fjkang/challenge-9-svg-nft;0;0;github-api-scaffold-config
valeriapadilla/SpeedRun-Ethereum;SpeedRun-Ethereum;valeriapadilla;https://github.com/valeriapadilla/SpeedRun-Ethereum;0;0;github-api-scaffold-config
mihaehinayon/baseflow-lisk-migration;baseflow-lisk-migration;mihaehinayon;https://github.com/mihaehinayon/baseflow-lisk-migration;0;0;github-api-scaffold-config
pauliro/ride-record-lisk;ride-record-lisk;pauliro;https://github.com/pauliro/ride-record-lisk;0;0;github-api-scaffold-config
dub3-space/dub3-hackthon-project;dub3-hackthon-project;dub3-space;https://github.com/dub3-space/dub3-hackthon-project;0;1;github-api-scaffold-config
RohanNero/Ethereum-Classroom;Ethereum-Classroom;RohanNero;https://github.com/RohanNero/Ethereum-Classroom;0;0;github-api-scaffold-config
NiftyApes/NonFungibleFriends-App;NonFungibleFriends-App;NiftyApes;https://github.com/NiftyApes/NonFungibleFriends-App;0;0;github-api-scaffold-config
Quantum3-Labs/scaffold-uniswapv4;scaffold-uniswapv4;Quantum3-Labs;https://github.com/Quantum3-Labs/scaffold-uniswapv4;0;1;github-api-scaffold-config
luksgrin/starknet-basecamp;starknet-basecamp;luksgrin;https://github.com/luksgrin/starknet-basecamp;0;0;github-api-scaffold-config
realCL-dev/shield-identity;shield-identity;realCL-dev;https://github.com/realCL-dev/shield-identity;0;0;github-api-scaffold-config
mollicris/scaffold-eth-foundry;scaffold-eth-foundry;mollicris;https://github.com/mollicris/scaffold-eth-foundry;0;0;github-api-scaffold-config
P7ngu/tarotchained-scaffold;tarotchained-scaffold;P7ngu;https://github.com/P7ngu/tarotchained-scaffold;0;0;github-api-scaffold-config
mollicris/betweb3;betweb3;mollicris;https://github.com/mollicris/betweb3;0;0;github-api-scaffold-config
ahalsudev/trytrade;trytrade;ahalsudev;https://github.com/ahalsudev/trytrade;0;2;github-api-scaffold-config
chair28980/brick-by-brick;brick-by-brick;chair28980;https://github.com/chair28980/brick-by-brick;0;0;github-api-scaffold-config
OmarQV/marketplace-nfts-scaffold-eth;marketplace-nfts-scaffold-eth;OmarQV;https://github.com/OmarQV/marketplace-nfts-scaffold-eth;0;0;github-api-scaffold-config
mollicris/nftmarket;nftmarket;mollicris;https://github.com/mollicris/nftmarket;0;0;github-api-scaffold-config
vib3oh/aes-optimism;aes-optimism;vib3oh;https://github.com/vib3oh/aes-optimism;0;0;github-api-scaffold-config
TFM-Torneos-Blockchain/DeFiSmartTournaments;DeFiSmartTournaments;TFM-Torneos-Blockchain;https://github.com/TFM-Torneos-Blockchain/DeFiSmartTournaments;0;0;github-api-scaffold-config
BuidlGuidl/media.buidlguidl.com;media.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/media.buidlguidl.com;0;3;github-api-scaffold-config
hackspaceit/my-dapp-base;my-dapp-base;hackspaceit;https://github.com/hackspaceit/my-dapp-base;0;0;github-api-scaffold-config
goemezdaiana2/Daiana;Daiana;goemezdaiana2;https://github.com/goemezdaiana2/Daiana;0;0;github-api-scaffold-config
raglibol-re/tokenized_marketplace;tokenized_marketplace;raglibol-re;https://github.com/raglibol-re/tokenized_marketplace;0;1;github-api-scaffold-config
uratmangun/ai-article-web3;ai-article-web3;uratmangun;https://github.com/uratmangun/ai-article-web3;0;0;github-api-scaffold-config
Dayitva/ETHMumbai;ETHMumbai;Dayitva;https://github.com/Dayitva/ETHMumbai;0;0;github-api-scaffold-config
joe-bor/Solidity_Week4;Solidity_Week4;joe-bor;https://github.com/joe-bor/Solidity_Week4;0;0;github-api-scaffold-config
JulioMCruz/Scaffold-Eth-2-Particle-Network-New;Scaffold-Eth-2-Particle-Network-New;JulioMCruz;https://github.com/JulioMCruz/Scaffold-Eth-2-Particle-Network-New;0;0;github-api-scaffold-config
Baustin0416/Austinbrandon554;Austinbrandon554;Baustin0416;https://github.com/Baustin0416/Austinbrandon554;0;0;github-api-scaffold-config
wolfcito/optiboost;optiboost;wolfcito;https://github.com/wolfcito/optiboost;0;0;github-api-scaffold-config
bl4ck4ndbr0wn/chainchama;chainchama;bl4ck4ndbr0wn;https://github.com/bl4ck4ndbr0wn/chainchama;0;0;github-api-scaffold-config
albert-vo-crypto/Stewardship_Fractalization;Stewardship_Fractalization;albert-vo-crypto;https://github.com/albert-vo-crypto/Stewardship_Fractalization;0;0;github-api-scaffold-config
troopdegen/contracts-pof-community;contracts-pof-community;troopdegen;https://github.com/troopdegen/contracts-pof-community;0;0;github-api-scaffold-config
troopdegen/poep;poep;troopdegen;https://github.com/troopdegen/poep;0;0;github-api-scaffold-config
Podima2/POWDoneProtocol;POWDoneProtocol;Podima2;https://github.com/Podima2/POWDoneProtocol;0;0;github-api-scaffold-config
Aliceonly/SpeedRunChallenges;SpeedRunChallenges;Aliceonly;https://github.com/Aliceonly/SpeedRunChallenges;0;0;github-api-scaffold-config
Pierregvx/pizzaprivata-graphs;pizzaprivata-graphs;Pierregvx;https://github.com/Pierregvx/pizzaprivata-graphs;0;0;github-api-scaffold-config
zhangdav/scaffold-eth;scaffold-eth;zhangdav;https://github.com/zhangdav/scaffold-eth;0;0;github-api-scaffold-config
0x-avant-garde/hardhat-diamond-ccip-v2;hardhat-diamond-ccip-v2;0x-avant-garde;https://github.com/0x-avant-garde/hardhat-diamond-ccip-v2/;;;new-openq-export
0xbhumi/speedrun-stylus-challenge-1;speedrun-stylus-challenge-1;0xbhumi;https://github.com/0xbhumi/speedrun-stylus-challenge-1/;;;new-openq-export
0xcracka/scaffoldeth2hackathon;scaffoldeth2hackathon;0xcracka;https://github.com/0xcracka/scaffoldeth2hackathon/;;;new-openq-export
0xellie/referralswaphook;referralswaphook;0xellie;https://github.com/0xellie/referralswaphook/;;;new-openq-export
0xjade/radroomz;radroomz;0xjade;https://github.com/0xjade/radroomz/;;;new-openq-export
0xkubitus/starknet-events;starknet-events;0xkubitus;https://github.com/0xkubitus/starknet-events/;;;new-openq-export
0xmerluza/0xfaery;0xfaery;0xmerluza;https://github.com/0xmerluza/0xfaery/;;;new-openq-export
0xtrip/scaffold-kadena;scaffold-kadena;0xtrip;https://github.com/0xtrip/scaffold-kadena/;;;new-openq-export
16navigabraham/utility-payment;utility-payment;16navigabraham;https://github.com/16navigabraham/utility-payment/;;;new-openq-export
5tnvan/kinnect-app-v5;kinnect-app-v5;5tnvan;https://github.com/5tnvan/kinnect-app-v5/;;;new-openq-export
84rt/govagi;govagi;84rt;https://github.com/84rt/govagi/;;;new-openq-export
Abhishekyadav26/started-with-startnet;started-with-startnet;Abhishekyadav26;https://github.com/Abhishekyadav26/started-with-startnet/;;;new-openq-export
AiltonSavio/impostors-ai;impostors-ai;AiltonSavio;https://github.com/AiltonSavio/impostors-ai/;;;new-openq-export
AlexisBalayre/enigma;enigma;AlexisBalayre;https://github.com/AlexisBalayre/enigma/;;;new-openq-export
Aut-Labs/ARA;ARA;Aut-Labs;https://github.com/Aut-Labs/ARA/;;;new-openq-export
Beat-Bridge/BeatBridge;BeatBridge;Beat-Bridge;https://github.com/Beat-Bridge/BeatBridge/;;;new-openq-export
Begumwithsmiley/ethglobalIst;ethglobalIst;Begumwithsmiley;https://github.com/Begumwithsmiley/ethglobalIst/;;;new-openq-export
BuidlGuidl/Cohort-as-a-Service;Cohort-as-a-Service;BuidlGuidl;https://github.com/BuidlGuidl/Cohort-as-a-Service/;;;new-openq-export
BuidlGuidl/LaunchPod;LaunchPod;BuidlGuidl;https://github.com/BuidlGuidl/LaunchPod/;;;new-openq-export
BuidlGuidl/LaunchPod-Deploy;LaunchPod-Deploy;BuidlGuidl;https://github.com/BuidlGuidl/LaunchPod-Deploy/;;;new-openq-export
BuidlGuidl/PWA-base;PWA-base;BuidlGuidl;https://github.com/BuidlGuidl/PWA-base/;;;new-openq-export
BuidlGuidl/balancer-stream-cohort;balancer-stream-cohort;BuidlGuidl;https://github.com/BuidlGuidl/balancer-stream-cohort/;;;new-openq-export
BuidlGuidl/batch3.buidlguidl.com;batch3.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/batch3.buidlguidl.com/;;;new-openq-export
BuidlGuidl/batches.buidlguidl.com;batches.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/batches.buidlguidl.com/;;;new-openq-export
BuidlGuidl/buidlguidl.com;buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/buidlguidl.com/;;;new-openq-export
BuidlGuidl/dao-llc;dao-llc;BuidlGuidl;https://github.com/BuidlGuidl/dao-llc/;;;new-openq-export
BuidlGuidl/devconnect-zupass-se2;devconnect-zupass-se2;BuidlGuidl;https://github.com/BuidlGuidl/devconnect-zupass-se2/;;;new-openq-export
BuidlGuidl/doodle-exchange;doodle-exchange;BuidlGuidl;https://github.com/BuidlGuidl/doodle-exchange/;;;new-openq-export
BuidlGuidl/eth-tech-tree-challenges-old;eth-tech-tree-challenges-old;BuidlGuidl;https://github.com/BuidlGuidl/eth-tech-tree-challenges-old/;;;new-openq-export
BuidlGuidl/ethberlin-zupass-starterkit;ethberlin-zupass-starterkit;BuidlGuidl;https://github.com/BuidlGuidl/ethberlin-zupass-starterkit/;;;new-openq-export
BuidlGuidl/ethprague-zupass-starterkit;ethprague-zupass-starterkit;BuidlGuidl;https://github.com/BuidlGuidl/ethprague-zupass-starterkit/;;;new-openq-export
BuidlGuidl/events-tracker;events-tracker;BuidlGuidl;https://github.com/BuidlGuidl/events-tracker/;;;new-openq-export
BuidlGuidl/frogcrypto-squeeze;frogcrypto-squeeze;BuidlGuidl;https://github.com/BuidlGuidl/frogcrypto-squeeze/;;;new-openq-export
BuidlGuidl/fruit-market;fruit-market;BuidlGuidl;https://github.com/BuidlGuidl/fruit-market/;;;new-openq-export
BuidlGuidl/goldenage-stream-cohort;goldenage-stream-cohort;BuidlGuidl;https://github.com/BuidlGuidl/goldenage-stream-cohort/;;;new-openq-export
BuidlGuidl/hacked-wallet-recovery;hacked-wallet-recovery;BuidlGuidl;https://github.com/BuidlGuidl/hacked-wallet-recovery/;;;new-openq-export
BuidlGuidl/l2.buidlguidl.com;l2.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/l2.buidlguidl.com/;;;new-openq-export
BuidlGuidl/mercs.buidlguidl.com;mercs.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/mercs.buidlguidl.com/;;;new-openq-export
BuidlGuidl/niftyink.buidlguidl.com;niftyink.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/niftyink.buidlguidl.com/;;;new-openq-export
BuidlGuidl/nodes.buidlguidl.com;nodes.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/nodes.buidlguidl.com/;;;new-openq-export
BuidlGuidl/oracle-challenge;oracle-challenge;BuidlGuidl;https://github.com/BuidlGuidl/oracle-challenge/;;;new-openq-export
BuidlGuidl/outreach-buidlguidl;outreach-buidlguidl;BuidlGuidl;https://github.com/BuidlGuidl/outreach-buidlguidl/;;;new-openq-export
BuidlGuidl/owners.buidlguidl.com;owners.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/owners.buidlguidl.com/;;;new-openq-export
BuidlGuidl/sanctum-stream-cohort;sanctum-stream-cohort;BuidlGuidl;https://github.com/BuidlGuidl/sanctum-stream-cohort/;;;new-openq-export
BuidlGuidl/scholarship-buidlguidl-com;scholarship-buidlguidl-com;BuidlGuidl;https://github.com/BuidlGuidl/scholarship-buidlguidl-com/;;;new-openq-export
BuidlGuidl/signator.io;signator.io;BuidlGuidl;https://github.com/BuidlGuidl/signator.io/;;;new-openq-export
BuidlGuidl/starkware-stream-cohort;starkware-stream-cohort;BuidlGuidl;https://github.com/BuidlGuidl/starkware-stream-cohort/;;;new-openq-export
BuidlGuidl/streams-to-autoworld;streams-to-autoworld;BuidlGuidl;https://github.com/BuidlGuidl/streams-to-autoworld/;;;new-openq-export
BuidlGuidl/streams-to-infra;streams-to-infra;BuidlGuidl;https://github.com/BuidlGuidl/streams-to-infra/;;;new-openq-export
BuidlGuidl/streams-to-optimizooors;streams-to-optimizooors;BuidlGuidl;https://github.com/BuidlGuidl/streams-to-optimizooors/;;;new-openq-export
BuidlGuidl/streams-to-zk-crypto;streams-to-zk-crypto;BuidlGuidl;https://github.com/BuidlGuidl/streams-to-zk-crypto/;;;new-openq-export
BuidlGuidl/workshops.buidlguidl.com;workshops.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/workshops.buidlguidl.com/;;;new-openq-export
BuidlGuidl/zupass-scaffold-eth-2;zupass-scaffold-eth-2;BuidlGuidl;https://github.com/BuidlGuidl/zupass-scaffold-eth-2/;;;new-openq-export
BuidlGuidl/zupass-smart-wallet;zupass-smart-wallet;BuidlGuidl;https://github.com/BuidlGuidl/zupass-smart-wallet/;;;new-openq-export
Derricks-DApps/ETH-Online;ETH-Online;Derricks-DApps;https://github.com/Derricks-DApps/ETH-Online/;;;new-openq-export
Diegolden-com/eth-online-2023;eth-online-2023;Diegolden-com;https://github.com/Diegolden-com/eth-online-2023/;;;new-openq-export
IbrahimIjai/EthGlobalHackerthon_GamifiedMarketPlace;EthGlobalHackerthon_GamifiedMarketPlace;IbrahimIjai;https://github.com/IbrahimIjai/EthGlobalHackerthon_GamifiedMarketPlace/;;;new-openq-export
Kryha/scaffold-eth-2-noir;scaffold-eth-2-noir;Kryha;https://github.com/Kryha/scaffold-eth-2-noir/;;;new-openq-export
LiskHQ/scaffold-lisk;scaffold-lisk;LiskHQ;https://github.com/LiskHQ/scaffold-lisk/;;;new-openq-export
M3tering/setcontractidInterface;setcontractidInterface;M3tering;https://github.com/M3tering/setcontractidInterface/;;;new-openq-export
Mautjee/score-sage;score-sage;Mautjee;https://github.com/Mautjee/score-sage/;;;new-openq-export
NonceGeek/autonomous-book-learning-scaffold-eth;autonomous-book-learning-scaffold-eth;NonceGeek;https://github.com/NonceGeek/autonomous-book-learning-scaffold-eth/;;;new-openq-export
NonceGeek/batch-send-raw-tx;batch-send-raw-tx;NonceGeek;https://github.com/NonceGeek/batch-send-raw-tx/;;;new-openq-export
NonceGeek/bodhi-bodhi;bodhi-bodhi;NonceGeek;https://github.com/NonceGeek/bodhi-bodhi/;;;new-openq-export
NonceGeek/buidler-analyzer;buidler-analyzer;NonceGeek;https://github.com/NonceGeek/buidler-analyzer/;;;new-openq-export
NonceGeek/dim-sum-searcher;dim-sum-searcher;NonceGeek;https://github.com/NonceGeek/dim-sum-searcher/;;;new-openq-export
NonceGeek/indiehacker-handbook;indiehacker-handbook;NonceGeek;https://github.com/NonceGeek/indiehacker-handbook/;;;new-openq-export
NonceGeek/movespace-greenfield-client;movespace-greenfield-client;NonceGeek;https://github.com/NonceGeek/movespace-greenfield-client/;;;new-openq-export
Okhayeeli/TrustScript;TrustScript;Okhayeeli;https://github.com/Okhayeeli/TrustScript/;;;new-openq-export
PAVANTEJ-05/zorapp;zorapp;PAVANTEJ-05;https://github.com/PAVANTEJ-05/zorapp/;;;new-openq-export
Rishabh570/T4Titans_ETHIndia;T4Titans_ETHIndia;Rishabh570;https://github.com/Rishabh570/T4Titans_ETHIndia/;;;new-openq-export
SaulChoque/baluchop_blog;baluchop_blog;SaulChoque;https://github.com/SaulChoque/baluchop_blog/;;;new-openq-export
Talent-DAO/eas-front-end;eas-front-end;Talent-DAO;https://github.com/Talent-DAO/eas-front-end/;;;new-openq-export
TrashNFTs/Dumpster-Divers;Dumpster-Divers;TrashNFTs;https://github.com/TrashNFTs/Dumpster-Divers/;;;new-openq-export
Tranquil-Flow/pindependent;pindependent;Tranquil-Flow;https://github.com/Tranquil-Flow/pindependent/;;;new-openq-export
TreveeXYZ/scaffold-balancer-v3;scaffold-balancer-v3;TreveeXYZ;https://github.com/TreveeXYZ/scaffold-balancer-v3/;;;new-openq-export
VoR0220/KindredProtocol;KindredProtocol;VoR0220;https://github.com/VoR0220/KindredProtocol/;;;new-openq-export
abdel7ak96/dex-dapp;dex-dapp;abdel7ak96;https://github.com/abdel7ak96/dex-dapp/;;;new-openq-export
a51finance/swap-bond-hook;swap-bond-hook;a51finance;https://github.com/a51finance/swap-bond-hook/;;;new-openq-export
abhi152003/speedrun-stylus;speedrun-stylus;abhi152003;https://github.com/abhi152003/speedrun-stylus/;;;new-openq-export
abidoyesimze/defiforge;defiforge;abidoyesimze;https://github.com/abidoyesimze/defiforge/;;;new-openq-export
abolareroheemah/speedrun_dex_chal;speedrun_dex_chal;abolareroheemah;https://github.com/abolareroheemah/speedrun_dex_chal/;;;new-openq-export
abolareroheemah/speedrun_ethereum_chal_0;speedrun_ethereum_chal_0;abolareroheemah;https://github.com/abolareroheemah/speedrun_ethereum_chal_0/;;;new-openq-export
acollette/cairo-basecamp;cairo-basecamp;acollette;https://github.com/acollette/cairo-basecamp/;;;new-openq-export
adanomad/memories;memories;adanomad;https://github.com/adanomad/memories/;;;new-openq-export
afrilend/p-share;p-share;afrilend;https://github.com/afrilend/p-share/;;;new-openq-export
agooni1/challenge-prediction-markets;challenge-prediction-markets;agooni1;https://github.com/agooni1/challenge-prediction-markets/;;;new-openq-export
agooni1/zokrates_test;zokrates_test;agooni1;https://github.com/agooni1/zokrates_test/;;;new-openq-export
aiwhisperers/vtconnect;vtconnect;aiwhisperers;https://github.com/aiwhisperers/vtconnect/;;;new-openq-export
ale4a/aventura-web3;aventura-web3;ale4a;https://github.com/ale4a/aventura-web3/;;;new-openq-export
alebeta06/scaffold-stark--workshop;scaffold-stark--workshop;alebeta06;https://github.com/alebeta06/scaffold-stark--workshop/;;;new-openq-export
alexeykrasnoperov/hot-potato;hot-potato;alexeykrasnoperov;https://github.com/alexeykrasnoperov/hot-potato/;;;new-openq-export
allocapital/allo-kit-qf;allo-kit-qf;allocapital;https://github.com/allocapital/allo-kit-qf/;;;new-openq-export
amarachiugwu/basecamp12-workshop;basecamp12-workshop;amarachiugwu;https://github.com/amarachiugwu/basecamp12-workshop/;;;new-openq-export
amiekay/gainzswap;gainzswap;amiekay;https://github.com/amiekay/gainzswap/;;;new-openq-export
amrrobb/dcc-stablecoin;dcc-stablecoin;amrrobb;https://github.com/amrrobb/dcc-stablecoin/;;;new-openq-export
amrrobb/decentralized-auction;decentralized-auction;amrrobb;https://github.com/amrrobb/decentralized-auction/;;;new-openq-export
antfrasier/batch19;batch19;antfrasier;https://github.com/antfrasier/batch19/;;;new-openq-export
antfrasier/scaffoleethctf;scaffoleethctf;antfrasier;https://github.com/antfrasier/scaffoleethctf/;;;new-openq-export
apac-chainchanger/ad-bidder;ad-bidder;apac-chainchanger;https://github.com/apac-chainchanger/ad-bidder/;;;new-openq-export
ape-foundation/scaffold-eth-2_ape;scaffold-eth-2_ape;ape-foundation;https://github.com/ape-foundation/scaffold-eth-2_ape/;;;new-openq-export
appertraz/hackathon-aleph-2024;hackathon-aleph-2024;appertraz;https://github.com/appertraz/hackathon-aleph-2024/;;;new-openq-export
appetitestudio/enteward-crypto;enteward-crypto;appetitestudio;https://github.com/appetitestudio/enteward-crypto/;;;new-openq-export
appetitestudio/givvest-app;givvest-app;appetitestudio;https://github.com/appetitestudio/givvest-app/;;;new-openq-export
arb-stylus-hack/gamers-dao;gamers-dao;arb-stylus-hack;https://github.com/arb-stylus-hack/gamers-dao/;;;new-openq-export
ardev097/speedrun_stylus_multisig_wallet;speedrun_stylus_multisig_wallet;ardev097;https://github.com/ardev097/speedrun_stylus_multisig_wallet/;;;new-openq-export
ardev097/speedrun_stylus_uniswap_v2;speedrun_stylus_uniswap_v2;ardev097;https://github.com/ardev097/speedrun_stylus_uniswap_v2/;;;new-openq-export
ardev097/sppedrun_stylus_zkp_age;sppedrun_stylus_zkp_age;ardev097;https://github.com/ardev097/sppedrun_stylus_zkp_age/;;;new-openq-export
arjanjohan/gorillzaz-scaffold-template;gorillzaz-scaffold-template;arjanjohan;https://github.com/arjanjohan/gorillzaz-scaffold-template/;;;new-openq-export
ark2588/ucc_swap;ucc_swap;ark2588;https://github.com/ark2588/ucc_swap/;;;new-openq-export
arkxpense/arkxpense-v1;arkxpense-v1;arkxpense;https://github.com/arkxpense/arkxpense-v1/;;;new-openq-export
artrciik25o2s/zkreditvault;zkreditvault;artrciik25o2s;https://github.com/artrciik25o2s/zkreditvault/;;;new-openq-export
asaidoguz/basecamp13_homework;basecamp13_homework;asaidoguz;https://github.com/asaidoguz/basecamp13_homework/;;;new-openq-export
atavirtuals/website-atavirtuals.com;website-atavirtuals.com;atavirtuals;https://github.com/atavirtuals/website-atavirtuals.com/;;;new-openq-export
atemu-game/scaffold-stark-2-atemu;scaffold-stark-2-atemu;atemu-game;https://github.com/atemu-game/scaffold-stark-2-atemu/;;;new-openq-export
attens1423/market-maker-hook;market-maker-hook;attens1423;https://github.com/attens1423/market-maker-hook/;;;new-openq-export
aura-dapp/monorepo-dapp;monorepo-dapp;aura-dapp;https://github.com/aura-dapp/monorepo-dapp/;;;new-openq-export
avatareth/food-scramble;food-scramble;avatareth;https://github.com/avatareth/food-scramble/;;;new-openq-export
